Id,SalePrice
1586,80092.55
1587,107949.53
1588,146310.1
1589,95352.97
1590,125496.92
1591,91742.49
1592,127083.69
1593,114352.72
1594,109144.99
1595,106510.27
1596,206469.53
1597,169385.17
1598,188922.36
1599,171282.94
1600,163561.05
1601,60301.855
1602,111092.72
1603,68058.6
1604,255397.34
1605,213385.94
1606,152971.42
1607,167160.95
1608,197341.2
1609,174641.52
1610,143942.03
1611,126566.625
1612,154377.39
1613,149354.62
1614,128867.13
1615,89832.805
1616,73934.9
1617,88811.734
1618,129445.16
1619,129126.53
1620,150288.05
1621,124864.805
1622,136083.92
1623,265766.47
1624,190301.08
1625,113477.41
1626,156230.06
1627,174108.03
1628,264843.3
1629,160179.72
1630,347659.4
1631,210744.55
1632,227665.88
1633,159511.17
1634,170573.83
1635,157292.05
1636,141186.14
1637,174294.61
1638,163544.84
1639,166590.06
1640,219193.06
1641,162143.84
1642,220699.45
1643,194990.66
1644,222773.39
1645,173549.17
1646,153883.78
1647,153427.75
1648,121697.49
1649,137012.08
1650,107593.78
1651,115665.2
1652,96602.71
1653,97445.94
1654,129361.11
1655,127042.734
1656,129989.79
1657,132503.88
1658,133041.72
1659,116766.984
1660,146278.05
1661,306470.12
1662,372561.28
1663,344160.03
1664,397869.75
1665,286812.34
1666,312946.2
1667,356501.06
1668,326444.06
1669,296750.1
1670,330965.03
1671,240995.31
1672,397134.9
1673,274302.38
1674,222003.64
1675,184711.36
1676,184457.55
1677,199213.12
1678,469844.53
1679,373844.78
1680,315646.12
1681,225624.4
1682,318140.5
1683,182071.62
1684,161572.39
1685,159485.47
1686,161177.45
1687,157035.69
1688,177337.86
1689,178115.5
1690,181954.0
1691,174023.39
1692,227649.83
1693,163766.08
1694,168088.17
1695,151392.9
1696,228089.94
1697,154526.52
1698,335767.6
1699,335874.75
1700,237386.94
1701,240187.6
1702,211243.08
1703,211378.58
1704,254326.19
1705,223758.3
1706,233299.27
1707,200367.23
1708,187253.14
1709,240684.88
1710,205107.44
1711,252385.06
1712,252816.7
1713,252668.58
1714,210082.16
1715,192932.95
1716,169669.19
1717,165177.31
1718,128575.43
1719,200368.86
1720,198405.38
1721,150066.0
1722,120197.1
1723,146706.83
1724,198973.23
1725,218196.05
1726,177251.17
1727,145098.52
1728,164009.56
1729,161940.72
1730,143168.0
1731,114768.445
1732,130680.28
1733,116474.52
1734,120864.66
1735,134076.77
1736,111046.96
1737,308510.22
1738,242903.64
1739,239586.77
1740,202369.1
1741,175659.88
1742,161681.0
1743,167324.08
1744,325315.25
1745,197176.86
1746,171440.19
1747,198604.61
1748,207079.42
1749,148666.4
1750,124560.125
1751,217447.75
1752,111760.2
1753,138074.06
1754,178736.86
1755,154726.42
1756,124776.55
1757,117491.33
1758,135582.23
1759,148789.02
1760,149488.5
1761,130733.44
1762,166758.77
1763,165579.06
1764,107231.98
1765,162750.61
1766,172045.12
1767,196538.22
1768,131623.12
1769,160168.83
1770,144998.97
1771,125322.71
1772,128224.53
1773,118488.3
1774,139434.28
1775,133020.89
1776,118194.375
1777,105101.016
1778,135624.84
1779,122195.73
1780,167357.08
1781,120076.89
1782,88634.01
1783,137553.62
1784,110657.0
1785,112673.48
1786,124693.25
1787,162038.8
1788,67423.92
1789,90621.125
1790,82165.664
1791,172809.73
1792,145060.81
1793,121228.6
1794,151248.67
1795,129297.484
1796,110960.586
1797,106828.96
1798,119193.76
1799,110224.805
1800,130716.12
1801,124644.81
1802,119815.36
1803,142166.02
1804,137075.31
1805,125481.38
1806,118540.25
1807,124799.57
1808,110989.48
1809,117870.195
1810,125804.22
1811,85931.62
1812,93424.48
1813,115178.805
1814,98648.08
1815,50531.38
1816,99698.4
1817,105970.51
1818,144854.89
1819,126472.23
1820,52839.793
1821,97142.016
1822,148079.11
1823,31790.64
1824,128891.85
1825,137467.53
1826,103741.164
1827,95576.6
1828,121689.72
1829,126307.81
1830,134406.81
1831,142109.11
1832,73444.59
1833,143027.67
1834,122194.9
1835,120813.2
1836,121354.22
1837,85425.37
1838,127763.19
1839,113864.64
1840,136234.75
1841,133500.02
1842,96139.63
1843,122923.28
1844,136311.36
1845,125384.984
1846,141801.53
1847,156913.17
1848,51468.496
1849,103104.63
1850,111451.805
1851,143497.08
1852,119987.19
1853,126292.03
1854,149407.61
1855,143220.7
1856,212133.3
1857,140788.06
1858,124196.414
1859,111928.33
1860,137645.33
1861,111294.84
1862,310283.7
1863,235205.8
1864,235210.0
1865,331068.1
1866,312653.97
1867,204423.66
1868,265064.9
1869,187905.94
1870,207992.64
1871,236080.1
1872,162579.77
1873,240209.73
1874,141392.4
1875,180288.9
1876,184805.34
1877,194093.39
1878,184389.05
1879,127424.09
1880,128772.93
1881,222968.12
1882,219386.22
1883,170670.11
1884,186732.66
1885,200179.14
1886,250198.88
1887,196847.81
1888,236505.1
1889,162057.73
1890,108822.266
1891,128603.48
1892,102320.09
1893,126259.63
1894,119858.66
1895,121923.62
1896,116388.58
1897,111881.555
1898,115883.984
1899,152264.92
1900,144607.34
1901,156824.62
1902,142595.47
1903,196961.48
1904,125105.34
1905,166379.16
1906,146530.89
1907,194858.08
1908,108179.6
1909,130281.305
1910,118686.53
1911,189620.56
1912,303275.97
1913,147468.73
1914,61098.758
1915,340043.9
1916,59212.113
1917,223012.5
1918,132057.3
1919,161998.8
1920,136692.3
1921,372505.88
1922,320878.78
1923,218025.6
1924,204833.97
1925,187457.33
1926,363046.6
1927,121368.875
1928,150980.1
1929,121625.44
1930,121840.29
1931,133882.03
1932,126220.53
1933,182462.86
1934,166136.36
1935,158475.5
1936,182626.5
1937,159311.48
1938,150985.81
1939,225501.56
1940,179603.97
1941,147660.66
1942,155918.28
1943,207051.77
1944,371686.25
1945,403467.97
1946,135771.62
1947,221733.23
1948,146690.31
1949,212732.52
1950,173617.14
1951,222635.77
1952,189109.86
1953,158972.36
1954,164944.25
1955,128196.16
1956,273786.97
1957,142749.4
1958,236879.92
1959,132426.31
1960,105953.07
1961,113575.414
1962,93762.2
1963,101134.02
1964,103124.9
1965,130963.734
1966,133850.33
1967,288742.28
1968,398163.22
1969,362869.06
1970,404162.75
1971,368737.12
1972,356912.16
1973,264851.22
1974,314083.06
1975,464525.5
1976,267877.4
1977,318068.2
1978,331231.06
1979,315384.8
1980,188421.58
1981,337604.66
1982,205250.64
1983,195994.1
1984,170918.19
1985,205962.44
1986,191818.97
1987,181239.88
1988,160936.69
1989,178192.38
1990,190399.55
1991,217210.08
1992,198149.61
1993,153766.16
1994,205570.02
1995,170012.02
1996,221614.81
1997,291962.3
1998,292681.38
1999,285912.56
2000,314409.4
2001,257033.03
2002,219879.17
2003,234434.33
2004,275287.5
2005,196445.64
2006,212849.98
2007,225391.23
2008,209169.95
2009,185118.11
2010,178369.5
2011,131675.52
2012,164056.56
2013,172620.67
2014,176985.64
2015,201783.55
2016,180032.02
2017,179072.02
2018,114850.69
2019,128451.51
2020,100291.234
2021,101148.914
2022,173799.8
2023,130937.266
2024,239452.53
2025,344745.97
2026,172249.84
2027,152000.2
2028,145367.05
2029,154432.06
2030,253414.33
2031,217445.27
2032,228620.94
2033,235085.23
2034,165622.4
2035,201674.16
2036,191243.88
2037,210701.27
2038,297654.72
2039,263350.3
2040,319584.38
2041,292853.22
2042,189192.23
2043,164456.06
2044,153601.86
2045,196579.42
2046,149829.3
2047,137723.94
2048,132907.73
2049,135647.11
2050,156581.95
2051,98496.88
2052,115223.38
2053,138983.47
2054,90403.46
2055,144475.7
2056,136921.03
2057,111539.51
2058,197275.8
2059,125184.65
2060,153117.17
2061,153920.95
2062,118813.9
2063,112275.44
2064,130568.516
2065,138388.94
2066,152901.08
2067,109327.17
2068,140156.42
2069,80705.875
2070,106341.516
2071,96810.82
2072,127483.78
2073,128187.38
2074,153668.42
2075,140987.4
2076,109498.47
2077,147558.62
2078,125149.86
2079,127369.04
2080,114049.66
2081,123674.82
2082,120562.11
2083,135870.06
2084,107520.21
2085,115578.516
2086,107466.914
2087,114073.39
2088,95861.56
2089,79085.33
2090,114750.125
2091,96098.195
2092,116467.2
2093,105959.59
2094,104607.11
2095,130349.53
2096,80117.01
2097,99944.01
2098,131757.11
2099,47878.64
2100,64606.58
2101,107138.1
2102,122924.2
2103,100966.61
2104,124879.34
2105,126412.195
2106,61985.14
2107,185905.05
2108,105051.9
2109,102050.88
2110,125200.164
2111,115298.72
2112,130288.68
2113,119418.664
2114,110527.11
2115,155572.34
2116,114174.39
2117,145824.56
2118,111403.93
2119,115869.72
2120,108170.11
2121,87209.57
2122,117035.57
2123,88385.64
2124,151830.55
2125,121973.3
2126,151649.88
2127,154052.27
2128,119838.52
2129,89862.805
2130,126734.77
2131,124266.23
2132,104670.22
2133,118200.57
2134,111217.375
2135,97057.89
2136,71731.05
2137,108372.555
2138,115482.586
2139,135320.78
2140,134421.33
2141,150012.84
2142,123671.305
2143,131140.39
2144,124568.586
2145,136357.7
2146,166044.1
2147,122285.06
2148,117006.28
2149,135379.92
2150,212927.25
2151,117499.06
2152,136369.75
2153,148389.22
2154,102098.78
2155,136774.02
2156,217717.11
2157,205938.94
2158,224619.92
2159,192292.03
2160,178540.81
2161,211779.33
2162,373894.2
2163,280165.0
2164,233290.11
2165,151369.1
2166,149636.67
2167,205780.36
2168,178736.98
2169,186353.23
2170,197241.42
2171,145574.8
2172,121188.766
2173,158107.36
2174,203100.27
2175,284120.94
2176,315553.4
2177,218957.77
2178,195497.23
2179,134166.98
2180,200746.77
2181,181620.83
2182,204124.53
2183,178290.64
2184,109753.83
2185,115441.48
2186,138767.83
2187,142902.1
2188,146086.02
2189,235199.95
2190,82150.61
2191,72642.484
2192,82737.055
2193,93090.69
2194,95329.875
2195,113061.23
2196,102821.97
2197,114696.016
2198,147472.36
2199,164279.25
2200,136284.83
2201,135640.36
2202,203021.42
2203,135509.77
2204,166101.8
2205,110010.234
2206,136578.36
2207,191766.56
2208,224697.06
2209,220834.44
2210,125140.445
2211,114953.88
2212,120369.86
2213,99618.04
2214,129996.016
2215,96432.72
2216,137227.8
2217,59921.645
2218,70621.734
2219,84593.44
2220,72241.555
2221,340968.4
2222,281233.34
2223,244808.36
2224,188371.97
2225,116302.875
2226,163701.44
2227,183551.14
2228,265194.72
2229,238585.48
2230,138426.48
2231,205512.62
2232,171468.1
2233,174052.58
2234,221260.55
2235,206971.06
2236,232090.19
2237,279445.62
2238,182261.81
2239,96815.79
2240,146369.66
2241,142495.73
2242,119943.0
2243,115977.9
2244,105186.5
2245,106337.625
2246,134331.23
2247,113755.95
2248,121815.45
2249,119015.38
2250,120755.53
2251,102499.06
2252,166434.11
2253,139363.12
2254,154997.84
2255,164601.95
2256,154642.3
2257,188479.66
2258,143193.7
2259,160438.86
2260,136749.92
2261,196379.53
2262,211710.75
2263,356990.0
2264,379876.72
2265,149886.4
2266,304143.97
2267,345131.88
2268,381076.0
2269,140799.06
2270,181744.52
2271,189663.83
2272,184334.66
2273,153016.06
2274,172148.5
2275,154340.38
2276,180306.28
2277,171889.3
2278,136940.22
2279,122465.83
2280,107320.49
2281,153768.88
2282,165320.64
2283,103747.95
2284,108803.66
2285,138169.47
2286,117613.06
2287,358379.47
2288,280449.97
2289,358179.3
2290,430364.75
2291,329259.06
2292,411037.97
2293,453138.56
2294,390392.78
2295,470444.6
2296,264031.72
2297,363699.56
2298,357329.44
2299,324111.62
2300,299505.38
2301,310846.84
2302,235750.84
2303,223756.7
2304,249685.27
2305,189351.62
2306,177868.72
2307,184860.36
2308,226332.55
2309,267818.9
2310,209519.23
2311,197546.44
2312,160805.28
2313,156740.23
2314,165554.78
2315,169412.7
2316,186392.97
2317,172108.11
2318,170677.2
2319,174728.33
2320,175962.73
2321,220824.92
2322,175681.66
2323,176037.2
2324,163079.27
2325,194561.77
2326,157010.42
2327,185282.14
2328,202599.53
2329,174373.44
2330,166526.58
2331,328236.47
2332,380877.16
2333,301572.5
2334,239328.3
2335,254985.6
2336,297569.97
2337,180615.03
2338,230647.34
2339,197264.3
2340,387370.1
2341,190734.4
2342,216158.83
2343,207667.62
2344,199110.84
2345,215538.22
2346,209749.73
2347,192699.28
2348,232099.45
2349,176300.42
2350,299408.9
2351,255520.33
2352,227267.3
2353,224320.3
2354,136472.22
2355,135745.34
2356,143406.38
2357,178587.75
2358,185224.5
2359,127248.016
2360,114481.39
2361,131613.2
2362,219801.4
2363,143519.34
2364,149088.45
2365,198046.67
2366,190282.48
2367,209692.33
2368,210288.0
2369,202247.95
2370,156124.83
2371,159978.16
2372,184735.08
2373,275200.6
2374,291561.3
2375,210900.69
2376,273799.3
2377,349242.2
2378,151300.8
2379,197235.22
2380,141211.38
2381,157377.48
2382,186250.9
2383,181684.72
2384,216195.55
2385,147461.8
2386,109079.7
2387,128061.57
2388,95525.07
2389,108933.08
2390,144978.16
2391,134049.69
2392,111880.29
2393,168542.47
2394,138991.3
2395,188898.02
2396,137963.39
2397,186402.27
2398,123364.61
2399,69776.62
2400,73752.17
2401,112954.43
2402,126445.03
2403,135277.75
2404,139615.44
2405,141057.89
2406,134539.23
2407,123023.26
2408,128422.484
2409,111027.58
2410,152289.1
2411,108326.5
2412,140713.4
2413,119045.58
2414,139815.03
2415,126725.5
2416,117603.38
2417,121327.7
2418,123335.555
2419,117114.234
2420,117996.05
2421,114062.37
2422,105403.92
2423,115155.695
2424,134973.56
2425,184088.39
2426,129874.93
2427,127432.875
2428,164772.36
2429,104250.62
2430,123719.96
2431,112049.15
2432,143710.12
2433,134085.6
2434,126659.77
2435,148923.16
2436,105070.61
2437,105943.18
2438,116590.16
2439,100743.82
2440,114101.766
2441,92287.336
2442,91496.08
2443,112977.22
2444,124165.13
2445,86328.45
2446,134189.69
2447,175433.11
2448,113929.01
2449,110163.82
2450,144763.11
2451,113150.664
2452,186077.9
2453,82857.43
2454,112381.58
2455,126880.95
2456,109445.37
2457,141063.28
2458,129451.77
2459,105849.12
2460,126710.836
2461,117099.24
2462,124863.484
2463,116587.79
2464,168521.81
2465,139692.39
2466,110642.14
2467,124611.016
2468,90656.13
2469,88721.03
2470,174548.86
2471,190422.75
2472,145109.73
2473,94002.0
2474,74651.03
2475,184591.67
2476,117828.445
2477,117017.45
2478,139839.78
2479,106149.38
2480,143356.12
2481,116063.17
2482,118453.17
2483,108745.92
2484,116130.625
2485,126539.81
2486,154075.72
2487,181341.86
2488,152658.9
2489,145214.6
2490,142194.16
2491,88086.85
2492,184910.92
2493,138318.48
2494,136462.05
2495,89625.484
2496,222287.23
2497,139055.97
2498,110723.65
2499,82037.64
2500,124149.586
2501,129302.3
2502,130386.94
2503,99789.9
2504,174952.08
2505,220064.73
2506,230932.53
2507,274469.1
2508,232487.17
2509,202233.77
2510,200117.02
2511,164370.0
2512,195731.81
2513,200085.11
2514,289973.9
2515,137910.95
2516,166907.89
2517,138874.31
2518,145777.19
2519,222859.08
2520,201423.19
2521,175302.73
2522,204841.05
2523,112655.17
2524,132299.06
2525,134262.12
2526,137173.72
2527,112779.78
2528,129154.34
2529,129413.22
2530,123045.77
2531,224673.16
2532,203675.44
2533,182831.89
2534,213196.14
2535,245379.98
2536,210615.89
2537,235457.52
2538,179417.53
2539,171957.53
2540,172018.19
2541,166618.23
2542,154581.55
2543,113739.47
2544,130221.31
2545,112614.07
2546,119071.49
2547,128959.7
2548,142199.19
2549,147791.92
2550,495454.44
2551,130327.9
2552,122333.13
2553,74582.336
2554,93958.05
2555,113615.27
2556,98891.58
2557,100972.75
2558,163617.58
2559,132558.98
2560,147625.98
2561,144937.4
2562,139696.84
2563,140031.33
2564,182991.44
2565,125961.86
2566,145573.97
2567,125702.7
2568,177836.4
2569,232741.67
2570,118512.85
2571,164234.4
2572,152466.06
2573,195011.48
2574,270454.12
2575,120935.36
2576,115163.19
2577,132682.05
2578,89688.59
2579,51059.863
2580,97444.99
2581,113841.23
2582,112238.58
2583,301463.8
2584,161786.4
2585,172484.19
2586,193805.53
2587,178399.06
2588,137936.39
2589,137765.94
2590,193484.02
2591,193540.7
2592,202746.55
2593,239967.16
2594,157376.83
2595,195595.33
2596,257831.9
2597,177251.8
2598,260220.56
2599,295093.34
2600,138259.22
2601,122743.484
2602,83055.02
2603,95363.5
2604,86683.56
2605,81715.77
2606,132945.05
2607,190894.84
2608,175200.11
2609,155769.52
2610,106972.64
2611,119647.984
2612,146391.4
2613,117796.15
2614,116696.88
2615,155005.66
2616,132520.67
2617,169161.69
2618,188499.05
2619,174156.06
2620,170880.5
2621,152874.0
2622,160034.48
2623,212298.95
2624,284693.53
2625,261716.45
2626,155211.98
2627,157872.05
2628,484918.44
2629,525057.7
2630,418626.78
2631,456247.06
2632,412903.22
2633,310252.78
2634,414416.3
2635,140986.69
2636,177381.97
2637,170096.73
2638,237979.42
2639,166274.28
2640,145812.06
2641,87118.41
2642,168566.25
2643,100878.25
2644,105072.14
2645,107448.86
2646,94434.72
2647,104525.64
2648,137633.67
2649,141842.22
2650,140265.31
2651,128219.86
2652,385854.6
2653,231115.66
2654,255989.3
2655,396818.8
2656,332929.8
2657,340616.44
2658,298312.97
2659,321085.8
2660,359602.78
2661,351314.3
2662,363412.62
2663,276211.78
2664,258352.48
2665,336164.66
2666,276097.97
2667,163432.7
2668,171782.92
2669,168793.92
2670,259055.64
2671,177718.16
2672,183810.56
2673,183154.19
2674,180763.8
2675,175865.1
2676,174480.53
2677,178994.73
2678,220238.53
2679,256677.2
2680,278262.06
2681,371758.7
2682,305542.75
2683,460872.44
2684,294892.88
2685,304141.66
2686,233063.33
2687,308489.88
2688,195228.17
2689,203615.31
2690,316663.12
2691,175668.48
2692,133274.55
2693,195244.61
2694,132812.3
2695,181848.1
2696,175708.84
2697,174493.6
2698,173571.25
2699,164068.23
2700,149809.52
2701,146507.33
2702,108731.51
2703,117702.23
2704,125742.875
2705,112513.1
2706,120965.984
2707,116798.516
2708,123608.4
2709,101800.734
2710,120202.53
2711,243234.5
2712,365230.53
2713,161101.1
2714,146276.94
2715,160520.14
2716,139317.17
2717,189337.48
2718,208325.61
2719,139135.56
2720,175211.8
2721,125142.5
2722,150248.94
2723,127998.73
2724,124917.99
2725,127075.31
2726,136797.95
2727,164807.89
2728,159525.94
2729,138095.8
2730,135109.0
2731,121860.55
2732,125904.93
2733,143713.16
2734,137050.94
2735,128640.234
2736,129379.86
2737,119640.8
2738,133896.98
2739,141108.3
2740,129439.15
2741,141837.19
2742,143085.83
2743,142174.62
2744,150022.8
2745,134396.17
2746,135011.94
2747,131769.89
2748,119405.39
2749,117869.43
2750,120205.8
2751,124167.7
2752,159844.16
2753,132454.11
2754,196255.03
2755,130021.84
2756,95563.29
2757,73440.67
2758,94802.125
2759,149940.92
2760,113269.46
2761,130299.695
2762,136291.56
2763,174862.8
2764,145165.45
2765,257721.22
2766,116344.375
2767,90406.77
2768,119471.81
2769,130538.19
2770,127682.086
2771,106294.13
2772,106723.67
2773,172286.5
2774,126547.65
2775,104115.22
2776,129949.04
2777,133167.44
2778,102676.14
2779,115042.336
2780,89959.914
2781,89370.37
2782,91739.75
2783,96031.625
2784,112343.35
2785,131015.9
2786,60233.67
2787,111892.03
2788,68659.03
2789,167942.33
2790,91597.53
2791,104073.96
2792,62978.457
2793,148614.08
2794,87505.39
2795,110704.13
2796,93878.43
2797,157423.27
2798,95166.195
2799,114053.3
2800,62008.867
2801,94471.14
2802,119257.93
2803,147678.89
2804,117729.79
2805,90570.51
2806,88048.14
2807,157947.58
2808,135980.72
2809,126831.51
2810,121995.88
2811,144740.48
2812,155188.12
2813,154476.36
2814,155260.1
2815,95583.25
2816,179887.36
2817,124645.14
2818,127553.17
2819,169430.89
2820,130088.76
2821,102005.69
2822,166301.61
2823,286455.94
2824,168482.47
2825,131785.94
2826,124833.82
2827,124545.71
2828,201543.17
2829,179190.45
2830,218545.73
2831,167590.88
2832,221646.45
2833,302834.97
2834,212571.02
2835,206601.28
2836,177501.9
2837,147255.16
2838,139177.66
2839,164117.22
2840,191748.86
2841,190139.1
2842,207855.9
2843,148664.81
2844,158680.17
2845,122431.63
2846,194013.86
2847,195844.6
2848,199088.03
2849,186784.77
2850,247238.8
2851,184630.67
2852,213572.86
2853,212980.0
2854,134339.86
2855,187158.44
2856,192399.47
2857,174119.02
2858,195435.98
2859,122444.914
2860,121555.15
2861,119379.76
2862,170252.19
2863,116852.34
2864,219205.17
2865,135603.47
2866,129174.07
2867,101724.95
2868,109678.99
2869,102056.055
2870,109096.57
2871,72400.88
2872,63138.38
2873,97590.57
2874,130689.39
2875,114800.414
2876,153772.86
2877,145671.55
2878,145052.47
2879,132108.64
2880,103500.12
2881,134641.73
2882,154849.61
2883,184206.81
2884,186538.14
2885,167611.5
2886,188512.19
2887,98692.9
2888,133355.36
2889,51021.8
2890,80093.53
2891,127738.02
2892,20538.244
2893,65455.6
2894,48938.39
2895,342943.9
2896,287359.0
2897,190548.1
2898,139768.9
2899,188175.2
2900,148728.78
2901,163470.8
2902,189761.23
2903,316707.38
2904,344295.78
2905,83627.11
2906,179758.5
2907,102104.33
2908,127977.95
2909,139759.78
2910,76957.484
2911,79710.875
2912,139570.7
2913,75097.83
2914,73883.21
2915,79570.305
2916,74694.664
2917,149667.28
2918,106791.66
2919,196611.88
